index,user,item,text,position,test,errors_perc,complexity,age,italian,group,readedu,digital,admin,avg_coll_sent,avg_mw_ent_sent,participles_verbs,indicative_verbs,ratio_sub_tot,depth_parse_tree,avg_prep_chain_length,common_nominal_type_adjacent_sents,devnouns_nouns,perc_vfo,avg_sent_length,abstract_nouns,avg_asides
126,9cq7b,CO,C,2,2,0,complex,under60,L1,control,3,3,2.5,0.75,1.5,12.5,45.83333333,0.444444444,2.708333333,0.105263158,1.625,16.66666667,52.7027027,27.75,72.22222222,0.375
132,0S095,CO,C,2,2,0,complex,under60,L1,control,3,2,2,0.75,1.5,12.5,45.83333333,0.444444444,2.708333333,0.105263158,1.625,16.66666667,52.7027027,27.75,72.22222222,0.375
146,2I36n,CO,C,2,2,25,complex,under60,L1,control,2,3.5,3.5,0.75,1.5,12.5,45.83333333,0.444444444,2.708333333,0.105263158,1.625,16.66666667,52.7027027,27.75,72.22222222,0.375
152,8TdRX,CO,C,2,2,0,complex,under60,L1,control,2.333333333,4,2,0.75,1.5,12.5,45.83333333,0.444444444,2.708333333,0.105263158,1.625,16.66666667,52.7027027,27.75,72.22222222,0.375
154,B6uQr,CO,C,2,2,0,complex,under60,L1,control,1,1,4.5,0.75,1.5,12.5,45.83333333,0.444444444,2.708333333,0.105263158,1.625,16.66666667,52.7027027,27.75,72.22222222,0.375
105,Tt0he,AO,A,1,1,75,complex,under60,L1,control,1.666666667,1,3,0.454545455,2.181818182,30.76923077,30.76923077,0.5,4.276190476,0.126530612,0.7,8.108108108,60.8365019,23.90909091,79.72972973,0.727272727
115,jz44r,AO,A,1,1,0,complex,under60,L1,control,2,2.5,2.5,0.454545455,2.181818182,30.76923077,30.76923077,0.5,4.276190476,0.126530612,0.7,8.108108108,60.8365019,23.90909091,79.72972973,0.727272727
119,4gpUN,AO,A,1,1,0,complex,under60,L1,control,3,3,2,0.454545455,2.181818182,30.76923077,30.76923077,0.5,4.276190476,0.126530612,0.7,8.108108108,60.8365019,23.90909091,79.72972973,0.727272727
135,eB8q7,AO,A,1,1,0,complex,under60,L1,control,2.666666667,2.5,2.5,0.454545455,2.181818182,30.76923077,30.76923077,0.5,4.276190476,0.126530612,0.7,8.108108108,60.8365019,23.90909091,79.72972973,0.727272727
137,AmuTB,AO,A,1,1,0,complex,under60,L1,control,2.666666667,4,3,0.454545455,2.181818182,30.76923077,30.76923077,0.5,4.276190476,0.126530612,0.7,8.108108108,60.8365019,23.90909091,79.72972973,0.727272727
141,lOsWN,AO,A,1,1,0,complex,under60,L1,control,1.666666667,2.5,2,0.454545455,2.181818182,30.76923077,30.76923077,0.5,4.276190476,0.126530612,0.7,8.108108108,60.8365019,23.90909091,79.72972973,0.727272727
149,6PKBp,AO,A,1,1,75,complex,under60,L1,control,1.666666667,2.5,3,0.454545455,2.181818182,30.76923077,30.76923077,0.5,4.276190476,0.126530612,0.7,8.108108108,60.8365019,23.90909091,79.72972973,0.727272727
157,YaUL6,AO,A,1,1,0,complex,under60,L1,control,1.666666667,4,3,0.454545455,2.181818182,30.76923077,30.76923077,0.5,4.276190476,0.126530612,0.7,8.108108108,60.8365019,23.90909091,79.72972973,0.727272727
163,QFRyI,AO,A,1,1,0,complex,under60,L1,control,2.333333333,2.5,3,0.454545455,2.181818182,30.76923077,30.76923077,0.5,4.276190476,0.126530612,0.7,8.108108108,60.8365019,23.90909091,79.72972973,0.727272727
106,Tt0he,CS,C,2,1,25,simple,under60,L1,control,1.666666667,1,3,0.444444444,1.111111111,4.761904762,61.9047619,0.25,1.913043478,0.09202454,1.666666667,8.333333333,63.27683616,19.66666667,60.41666667,0
116,jz44r,CS,C,2,1,0,simple,under60,L1,control,2,2.5,2.5,0.444444444,1.111111111,4.761904762,61.9047619,0.25,1.913043478,0.09202454,1.666666667,8.333333333,63.27683616,19.66666667,60.41666667,0
120,4gpUN,CS,C,2,1,0,simple,under60,L1,control,3,3,2,0.444444444,1.111111111,4.761904762,61.9047619,0.25,1.913043478,0.09202454,1.666666667,8.333333333,63.27683616,19.66666667,60.41666667,0
136,eB8q7,CS,C,2,1,0,simple,under60,L1,control,2.666666667,2.5,2.5,0.444444444,1.111111111,4.761904762,61.9047619,0.25,1.913043478,0.09202454,1.666666667,8.333333333,63.27683616,19.66666667,60.41666667,0
138,AmuTB,CS,C,2,1,25,simple,under60,L1,control,2.666666667,4,3,0.444444444,1.111111111,4.761904762,61.9047619,0.25,1.913043478,0.09202454,1.666666667,8.333333333,63.27683616,19.66666667,60.41666667,0
142,lOsWN,CS,C,2,1,25,simple,under60,L1,control,1.666666667,2.5,2,0.444444444,1.111111111,4.761904762,61.9047619,0.25,1.913043478,0.09202454,1.666666667,8.333333333,63.27683616,19.66666667,60.41666667,0
150,6PKBp,CS,C,2,1,0,simple,under60,L1,control,1.666666667,2.5,3,0.444444444,1.111111111,4.761904762,61.9047619,0.25,1.913043478,0.09202454,1.666666667,8.333333333,63.27683616,19.66666667,60.41666667,0
158,YaUL6,CS,C,2,1,0,simple,under60,L1,control,1.666666667,4,3,0.444444444,1.111111111,4.761904762,61.9047619,0.25,1.913043478,0.09202454,1.666666667,8.333333333,63.27683616,19.66666667,60.41666667,0
164,QFRyI,CS,C,2,1,0,simple,under60,L1,control,2.333333333,2.5,3,0.444444444,1.111111111,4.761904762,61.9047619,0.25,1.913043478,0.09202454,1.666666667,8.333333333,63.27683616,19.66666667,60.41666667,0
109,kQINU,BO,B,1,3,50,complex,under60,L1,control,1,3.5,1.5,0.75,2,26.66666667,40,0.64,2.555555556,0.117408907,2.5,16.17647059,63.60153257,32.625,63.23529412,0.875
111,2eMRx,BO,B,1,3,0,complex,under60,L1,control,2.666666667,1.5,1,0.75,2,26.66666667,40,0.64,2.555555556,0.117408907,2.5,16.17647059,63.60153257,32.625,63.23529412,0.875
113,RXqDM,BO,B,1,3,0,complex,under60,L1,control,3,1.5,3.5,0.75,2,26.66666667,40,0.64,2.555555556,0.117408907,2.5,16.17647059,63.60153257,32.625,63.23529412,0.875
117,UNPoR,BO,B,1,3,0,complex,under60,L1,control,1.333333333,4,4,0.75,2,26.66666667,40,0.64,2.555555556,0.117408907,2.5,16.17647059,63.60153257,32.625,63.23529412,0.875
123,Q3r14,BO,B,1,3,25,complex,under60,L1,control,1.666666667,4,4,0.75,2,26.66666667,40,0.64,2.555555556,0.117408907,2.5,16.17647059,63.60153257,32.625,63.23529412,0.875
127,6tF1q,BO,B,1,3,0,complex,under60,L1,control,0.6666666667,3,1.5,0.75,2,26.66666667,40,0.64,2.555555556,0.117408907,2.5,16.17647059,63.60153257,32.625,63.23529412,0.875
133,BZ7D1,BO,B,1,3,25,complex,under60,L1,control,2,4,4,0.75,2,26.66666667,40,0.64,2.555555556,0.117408907,2.5,16.17647059,63.60153257,32.625,63.23529412,0.875
139,6A5do,BO,B,1,3,0,complex,under60,L1,control,3,3.5,2.5,0.75,2,26.66666667,40,0.64,2.555555556,0.117408907,2.5,16.17647059,63.60153257,32.625,63.23529412,0.875
155,CuzBD,BO,B,1,3,0,complex,under60,L1,control,2.333333333,2.5,1.5,0.75,2,26.66666667,40,0.64,2.555555556,0.117408907,2.5,16.17647059,63.60153257,32.625,63.23529412,0.875
110,kQINU,DS,D,2,3,50,simple,under60,L1,control,1,3.5,1.5,0,1.111111111,13.79310345,51.72413793,0.470588235,1,0.096774194,0.777777778,13.7254902,70.14925373,22.33333333,64.70588235,0
112,2eMRx,DS,D,2,3,0,simple,under60,L1,control,2.666666667,1.5,1,0,1.111111111,13.79310345,51.72413793,0.470588235,1,0.096774194,0.777777778,13.7254902,70.14925373,22.33333333,64.70588235,0
114,RXqDM,DS,D,2,3,0,simple,under60,L1,control,3,1.5,3.5,0,1.111111111,13.79310345,51.72413793,0.470588235,1,0.096774194,0.777777778,13.7254902,70.14925373,22.33333333,64.70588235,0
118,UNPoR,DS,D,2,3,0,simple,under60,L1,control,1.333333333,4,4,0,1.111111111,13.79310345,51.72413793,0.470588235,1,0.096774194,0.777777778,13.7254902,70.14925373,22.33333333,64.70588235,0
124,Q3r14,DS,D,2,3,100,simple,under60,L1,control,1.666666667,4,4,0,1.111111111,13.79310345,51.72413793,0.470588235,1,0.096774194,0.777777778,13.7254902,70.14925373,22.33333333,64.70588235,0
128,6tF1q,DS,D,2,3,0,simple,under60,L1,control,0.6666666667,3,1.5,0,1.111111111,13.79310345,51.72413793,0.470588235,1,0.096774194,0.777777778,13.7254902,70.14925373,22.33333333,64.70588235,0
134,BZ7D1,DS,D,2,3,0,simple,under60,L1,control,2,4,4,0,1.111111111,13.79310345,51.72413793,0.470588235,1,0.096774194,0.777777778,13.7254902,70.14925373,22.33333333,64.70588235,0
140,6A5do,DS,D,2,3,0,simple,under60,L1,control,3,3.5,2.5,0,1.111111111,13.79310345,51.72413793,0.470588235,1,0.096774194,0.777777778,13.7254902,70.14925373,22.33333333,64.70588235,0
156,CuzBD,DS,D,2,3,0,simple,under60,L1,control,2.333333333,2.5,1.5,0,1.111111111,13.79310345,51.72413793,0.470588235,1,0.096774194,0.777777778,13.7254902,70.14925373,22.33333333,64.70588235,0
